Year,ISSN,Abbreviation,Publisher,URL
"2008","2011-5474","Rev. Latinoam. Etnomat.","Universidad de Narino, Departmento de Matematicas y Estadistica","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=20115474"
"2008","1755-0203","Rev. Symb. Log.","Cambridge University Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17550203"
"2008","1936-4954","SIAM J. Imaging Sci.","Society for Industrial and Applied Mathematics (SIAM)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19364954"
"2008","1932-1864","Stat. Anal. Data Min.","John Wiley & Sons, Inc.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19321864"
"2008","1938-7989","Stat. Interface","International Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19387989"
"2008","1875-158X","Tbil. Math. J.","National Centre for Science and Technology","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1875158X"
"2008","1812-5093","Tr. Inst. Mat.","Natsionalnaya Akademiya Nauk Belarusi, Institut Matematiki","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18125093"
"2008","1888-5063","Trans. Data Priv.","CSIC - Consejo Superior de Investigaciones Cientificas","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18885063"
"2008","1997-1397","Zh. Sib. Fed. Univ. Mat. Fiz.","Izdatelstvo Sibirskogo Federalnogo Universiteta","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19971397"
"2007","0973-4686","Adv. Appl. Fluid Mech.","Pushpa Publishing House","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09734686"
"2007","1862-5347","Adv. Data Anal. Classif.","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18625347"
"2007","1687-7357","Adv. High Energy Phys.","Hindawi","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16877357"
"2007","1930-5346","Adv. Math. Commun.","American Institute of Mathematical Sciences (AIMS)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19305346"
"2007","1313-1311","Adv. Stud. Theor. Phys.","Hikari Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13131311"
"2007","1930-1235","Albanian J. Math.","Aulona Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19301235"
"2007","1937-0652","Algebra Number Theory","Mathematical Sciences Publishers","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19370652"
"2007","1932-6157","Ann. Appl. Stat.","Institute of Mathematical Statistics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19326157"
"2007","1898-5203","Antiq. Math.","Polskie Towarzystwo Matematyczne","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18985203"
"2007","1935-0090","Appl. Math. Inf. Sci.","Natural Sciences Publishing Co.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19350090"
"2007","1935-0090","Appl. Math. Inf. Sci.","Dixie W Publishing Corporation","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19350090"
"2007","1312-885X","Appl. Math. Sci. (Ruse)","Hikari Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1312885X"
"2007","1735-8787","Banach J. Math. Anal.","Banach Mathematical Research Group (BMRG)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17358787"
"2007","0132-1447","Bull. Georgian Natl. Acad. Sci. (N.S.)","Georgian National Academy of Sciences","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=01321447"
"2007","0973-5933","Bull. Pure Appl. Math.","Scientific Publishers (India)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09735933"
"2007","0973-7022","Bull. Stat. Econ.","Centre for Environment, Social & Economic Research (CESER Publications)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09737022"
"2007","1931-4523","Commun. Number Theory Phys.","International Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19314523"
"2007","0973-9599","Commun. Stoch. Anal.","Serials Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09739599"
"2007","1661-8254","Complex Anal. Oper. Theory","Birkhauser Verlag","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16618254"
"2007","1574-0137","Comput. Sci. Rev.","Elsevier B. V.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15740137"
"2007","0973-5607","Curr. Dev. Theory Appl. Wavelets","Pushpa Publishing House","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09735607"
"2007","1608-845X","Dalnevost. Mat. Zh.","Dalnauka","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1608845X"
"2007","1896-8325","Decis. Mak. Manuf. Serv.","AGH University of Science and Technology","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18968325"
"2007","1935-7524","Electron. J. Stat.","Institute of Mathematical Statistics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19357524"
"2007","1932-8346","Found. Trends Signal Process.","Now Publishers Inc.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19328346"
"2007","1673-7350","Front. Comput. Sci. China","Higher Education Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16737350"
"2007","1661-7207","Groups Geom. Dyn.","European Mathematical Society (EMS)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16617207"
"2007","1751-9632","IET Comput. Vis.","Institution of Engineering and Technology (IET)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17519632"
"2007","1751-9675","IET Signal Process.","Institution of Engineering and Technology (IET)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17519675"
"2007","1306-6048","Int. Electron. J. Algebra","International Electronic Journal of Algebra","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13066048"
"2007","1312-8868","Int. J. Algebra","Hikari Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13128868"
"2007","2070-3910","Int. J. Comput. Math. Sci.","World Academy of Science, Engineering and Technology (WASET)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=20703910"
"2007","1752-5055","Int. J. Comput. Sci. Math.","Inderscience Enterprises Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17525055"
"2007","1752-3583","Int. J. Dyn. Syst. Differ. Equ.","Inderscience Enterprises Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17523583"
"2007","1312-8876","Int. J. Math. Anal. (Ruse)","Hikari Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13128876"
"2007","1937-1055","Int. J. Math. Comb.","The Madis of Chinese Academy of Sciences","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19371055"
"2007","1306-9292","Int. J. Math. Sci. (WASET)","World Academy of Science, Engineering and Technology (WASET)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13069292"
"2007","0973-9424","Int. J. Math. Sci. Eng. Appl."," Ascent Publication House","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09739424"
"2007","0974-7117","Int. J. Math. Stat.","Indian Society for Development & Environment Research","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09747117"
"2007","0975-556X","Int. J. Stat. Econ.","Centre for Environment, Social & Economic Research (CESER Publications)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=0975556X"
"2007","1930-8337","Inverse Probl. Imaging","American Institute of Mathematical Sciences (AIMS)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19308337"
"2007","1997-7670","Izv. Irkutsk. Gos. Univ. Ser. Mat.","Irkutskii Gosudarstvennyi Universitet","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19977670"
"2007","1748-3018","J. Algorithms Comput. Technol.","Sage Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17483018"
"2007","1990-4789","J. Appl. Ind. Math.","MAIK Nauka/Interperiodica Publishing","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19904789"
"2007","2229-3884","J. Assam Acad. Math.","Assam Academy of Mathematics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=22293884"
"2007","1751-3758","J. Biol. Dyn.","Taylor & Francis, Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17513758"
"2007","1687-5249","J. Control Sci. Eng.","Hindawi","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16875249"
"2007","1661-7738","J. Fixed Point Theory Appl.","Birkhauser Verlag","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16617738"
"2007","1935-2565","J. Gokova Geom. Topol. GGT","Journal of Gokova Geometry Topology. GGT","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19352565"
"2007","1736-5279","J. Gen. Lie Theory Appl.","Astralgo Science","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17365279"
"2007","1751-3472","J. Math. Arts","Taylor & Francis, Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17513472"
"2007","1862-2976","J. Math. Cryptol.","De Gruyter","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18622976"
"2007","1846-579X","J. Math. Inequal.","Publishing House ELEMENT","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1846579X"
"2007","1745-9737","J. Math. Music","Taylor & Francis, Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17459737"
"2007","1934-7286","J. Math. Stat. Allied Fields","Scientific Journals International (SJI)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19347286"
"2007","1930-5311","J. Mod. Dyn.","American Institute of Mathematical Sciences (AIMS)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19305311"
"2007","1994-5388","J. Mod. Math. Stat.","Medwell Journals","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19945388"
"2007","1661-6952","J. Noncommut. Geom.","European Mathematical Society (EMS)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16616952"
"2007","0973-5224","J. Nonlinear Funct. Anal. Differ. Equ.","Serials Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09735224"
"2007","1559-8608","J. Stat. Theory Pract.","Grace Scientific Publishing, LLC","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15598608"
"2007","0974-5428","J. Tensor Soc.","The Tensor Society","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09745428"
"2007","0973-5143","JP J. Biostat.","Pushpa Publishing House","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09735143"
"2007","0973-5615","JP J. Solids Struct.","Pushpa Publishing House","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09735615"
"2007","1863-3617","Log. Anal.","Springer-Verlag","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18633617"
"2007","1661-8297","Log. Univers.","Birkhauser Verlag","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16618297"
"2007","1823-8343","Malays. J. Math. Sci.","Universiti Putra Malaysia, Institute of Mathematical Research","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18238343"
"2007","1661-8270","Math. Comput. Sci.","Birkhauser Verlag","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16618270"
"2007","1862-9679","Math. Financ. Econ.","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18629679"
"2007","2008-1359","Math. Sci. Q. J.","Islamic Azad University, Karaj Branch","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=20081359"
"2007","1751-570X","Nonlinear Anal. Hybrid Syst.","Elsevier Science Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1751570X"
"2007","","Not. ISMS","International Society for Mathematical Sciences","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"2007","1874-1142","Open Appl. Math. J.","Bentham Science Publishers, Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18741142"
"2007","1875-0362","Open Bioinform. J.","Bentham Science Publishers, Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18750362"
"2007","1874-110X","Open Cybern. Syst. J.","Bentham Science Publishers, Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1874110X"
"2007","1874-2432","Open Oper. Res. J.","Bentham Science Publishers, Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18742432"
"2007","1846-3886","Oper. Matrices","Publishing House ELEMENT","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18463886"
"2007","1862-4472","Optim. Lett.","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18624472"
"2007","1754-0410","PMC Phys. A","BioMed Central, Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17540410"
"2007","0973-5240","Pac.-Asian J. Math.","Serials Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09735240"
"2007","1687-6911","Res. Lett. Signal Process.","Hindawi Publishing Corporation","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16876911"
"2007","1982-6907","Sao Paulo J. Math. Sci.","Universidade de Sao Paulo, Instituto de Matematica e Estatistica","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19826907"
"2007","1312-6555","Serdica J. Comput.","Bulgarian Academy of Sciences, Institute of Mathematics and Informatics (IMI)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13126555"
"2007","1935-7516","Stat. Surv.","American Statistical Association","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19357516"
"2007","1998-8621","Vestn. Tomsk. Gos. Univ. Mat. Mech.","Tomskii Gosadarstvennyi Universitet","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19988621"
"2006","1980-0436","ALEA Lat. Am. J. Probab. Math. Stat.","Instituto de Matematica Pura e Aplicada (IMPA)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19800436"
"2006","0973-2306","Adv. Algebra Anal.","UMRI Scientific Vision","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09732306"
"2006","0973-5321","Adv. Dyn. Syst. Appl.","Research India Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09735321"
"2006","0973-421X","Adv. Fuzzy Sets Syst.","Pushpa Publishing House","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=0973421X"
"2006","0973-4554","Adv. Theor. Appl. Math.","Research India Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09734554"
"2006","1718-3235","Algorithmic Oper. Res.","Preeminent Academic Facets Inc.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17183235"
"2006","","Atl. Electron. J. Math.","Acadia University ","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"2006","1936-0975","Bayesian Anal.","International Society for Bayesian Analysis","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19360975"
"2006","0132-1447","Bull. Georgian Natl. Acad. Sci.","Georgian National Academy of Sciences","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=01321447"
"2006","1559-3940","Commun. Appl. Math. Comput. Sci.","Mathematical Sciences Publishers","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15593940"
"2006","1815-2406","Commun. Comput. Phys.","Global Science Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18152406"
"2006","0973-3841","Commun. Math. Anal.","Research India Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09733841"
"2006","1715-0868","Contrib. Discrete Math.","Contributions to Discrete Mathematics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17150868"
"2006","1687-4099","Differ. Equ. Nonlinear Mech.","Hindawi Publishing Corporation","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16874099"
"2006","1779-7179","Eur. J. Comput. Mech.","Taylor & Francis, Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17797179"
"2006","1306-7575","Fen Derg.","Suleyman Demicel Universitesi","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13067575"
"2006","1551-3106","Found. Trends Stoch. Syst.","Now Publishers Inc.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15513106"
"2006","1673-3452","Front. Math. China","Higher Education Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16733452"
"2006","1991-0061","Funct. Anal. Other Math.","PHASIS","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19910061"
"2006","0973-3868","Int. J. Appl. Math. Anal. Appl.","Serials Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09733868"
"2006","1819-4966","Int. J. Comput. Appl. Math.","Research India Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18194966"
"2006","1312-7586","Int. J. Contemp. Math. Sci.","Hikari Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13127586"
"2006","0973-6069","Int. J. Difference Equ.","Research India Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09736069"
"2006","0973-3604","Int. J. Math. Anal.","Serials Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09733604"
"2006","1814-0424","Int. J. Math. Comput. Sci.","International Journal of Mathematics and Computer Science","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18140424"
"2006","1559-3894","Int. J. Mod. Math.","Dixie W Publishing Corporation","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15593894"
"2006","0973-4376","Int. J. Nonlinear Oper. Theory Appl.","Serials Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09734376"
"2006","1749-3889","Int. J. Nonlinear Sci.","World Academic Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17493889"
"2006","0973-7359","Int. J. Stat. Manag. Syst.","Serials Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09737359"
"2006","0973-4392","Int. Rev. Fuzzy Math.","Serials Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09734392"
"2006","1735-4463","Iran. J. Math. Sci. Inform.","ACECR. Academic Center for Education, Culture and Research","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17354463"
"2006","1559-1948","J. Appl. Funct. Anal.","Eudoxus Press, LLC","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15591948"
"2006","0973-3892","J. Appl. Funct. Differ. Equ. JAFDE","Serials Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09733892"
"2006","1930-6792","J. Appl. Probab. Stat.","Dixie W Publishing Corporation","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19306792"
"2006","1932-9156","J. Bus. Valuat. Econom. Loss. Anal.","Berkeley Electronic Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19329156"
"2006","1557-5969","J. Cell. Autom.","Old City Publishing","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15575969"
"2006","","J. Homotopy Relat. Struct.","Georgian Academy of Sciences, A. Razmadze Mathematical Institute","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"2006","1554-1010","J. Inf. Assur. Secur.","Dynamic Publishers, Inc.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15541010"
"2006","0973-5119","J. Math. Anal. Approx. Theory","Serials Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09735119"
"2006","1735-8299","J. Math. Ext.","Islamic Azad University, Shiraz Branch","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17358299"
"2006","1559-3959","J. Mech. Mater. Struct.","Mathematical Sciences Publishers","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15593959"
"2006","0973-4600","J. Stat. Appl.","MD Publications Pvt., Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09734600"
"2006","1790-8140","JNAIAM J. Numer. Anal. Ind. Appl. Math.","Promacon","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17908140"
"2006","0973-4228","JP J. Fixed Point Theory Appl.","Pushpa Publishing House","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09734228"
"2006","0289-2316","Jpn. J. Math.","Springer Japan","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=02892316"
"2006","0973-5348","Math. Model. Nat. Phenom.","Research India Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09735348"
"2006","1556-1801","Netw. Heterog. Media","American Institute of Mathematical Sciences (AIMS)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15561801"
"2006","1931-3365","Online J. Anal. Comb.","Online Journal of Analytic Combinatorics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19313365"
"2006","1843-7265","Surv. Math. Appl.","University Constantin Brancusi of Targu-Jiu","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18437265"
"2006","1933-6837","Theor. Econ.","Econometric Society","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=19336837"
"2006","1336-913X","Unif. Distrib. Theory","Slovak Academy of Sciences, Mathematical Institute","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1336913X"
"2006","1822-511X","Siauliai Math. Semin.","Siauliai University Publishing House","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1822511X"
"2005","1549-6325","ACM Trans. Algorithms","Association for Computing Machinery (ACM)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15496325"
"2005","0825-0305","Afr. Stat.","Afrika Statistika","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=08250305"
"2005","1841-7833","An. Univ. Spiru Haret. Ser. Mat.-Inform.","Editura Fundatiei Romania de Maine","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18417833"
"2005","1614-2446","Ann. Finance","Springer","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16142446"
"2005","1687-2762","Bound. Value Probl.","Hindawi Publishing Corporation","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16872762"
"2005","1880-3903","Bull. Fac. Hum. Dev. Cult. Fukushima Univ.","Fukushima University, Faculty of Human Development and Culture","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18803903"
"2005","0219-6077","Cosmos","World Scientific Publishing Co. Pte. Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=02196077"
"2005","1555-256X","FDMP Fluid Dyn. Mater. Process.","Tech Science Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1555256X"
"2005","1551-305X","Found. Trends Theor. Comput. Sci.","Now Publishers Inc.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1551305X"
"2005","0973-1768","Glob. J. Pure Appl. Math.","Research India Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09731768"
"2005","1687-3017","IMRP Int. Math. Res. Pap.","Hindawi Publishing Corporation","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16873017"
"2005","1687-1308","IMRS Int. Math. Res. Surv.","Hindawi Publishing Corporation","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=16871308"
"2005","0973-3329","Indian J. Math. Math. Sci.","Serials Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09733329"
"2005","2640-7337","Innov. Incidence Geom.","Mathematical Sciences Publishers","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=26407337"
"2005","1557-4679","Int. J. Biostat.","Berkeley Electronic Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15574679"
"2005","0973-1873","Int. J. Comput. Intell. Res.","Research India Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09731873"
"2005","1742-7355","Int. J. Econ. Theory","Wiley-Blackwell","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17427355"
"2005","1549-2907","Int. J. Evol. Equ.","Nova Science Publishers, Inc.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15492907"
"2005","1708-296X","Int. J. Inf. Syst. Sci.","Institute for Scientific Computing and Information","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1708296X"
"2005","1793-0421","Int. J. Number Theory","World Scientific Publishing Co. Pte. Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17930421"
"2005","1745-7645","Int. J. Oper. Res.","Inderscience Enterprises Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17457645"
"2005","0972-9976","Int. J. Tomogr. Stat.","Indian Society for Development & Environment Research","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09729976"
"2005","0973-1350","Int. Rev. Pure Appl. Math.","Serials Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09731350"
"2005","0973-2861","J. Anal. Comput.","Serials Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09732861"
"2005","0973-3884","J. Appl. Math. Anal. Appl.","Serials Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09733884"
"2005","1336-9180","J. Appl. Math. Stat. Inform.","Sciendo","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=13369180"
"2005","0973-287X","J. Approx. Theory Appl.","Serials Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=0973287X"
"2005","1549-9618","J. Chem. Theory Comput.","American Chemical Society","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15499618"
"2005","0972-9372","J. Comput. Math. Optim.","SAS International Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=09729372"
"2005","1547-5816","J. Ind. Manag. Optim.","American Institute of Mathematical Sciences (AIMS)","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15475816"
"2005","1549-3644","J. Math. Stat.","Science Publications","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15493644"
"2005","1817-2725","J. Prime Res. Math.","Abdus Salam School of Mathematical Sciences","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18172725"
"2005","1574-0617","J. Satisf. Boolean Model. Comput.","IOS Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15740617"
"2005","1816-8752","J. Sci. Eng. Technol.","Kathmandu University","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18168752"
"2005","1773-0074","J. Electron. Hist. Probab. Stat.","Seminaire d'Histoire du Calcul des Probabilites de la Statistique","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17730074"
"2005","1860-5974","Log. Methods Comput. Sci.","Logical Methods in Computer Science","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=18605974"
"2005","1574-1699","Model Assist. Stat. Appl.","IOS Press","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=15741699"
"2005","1816-448X","Nelinein. Din.","Udmurtskii Gosudarstvennyi Universitet, Institut Kompyuternykh Issledovanii","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=1816448X"
"2005","1793-0057","New Math. Nat. Comput.","World Scientific Publishing Co. Pte. Ltd.","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn=17930057"
"2005","","Newsl. Nepal Math. Soc.","Tribhuvan University, Central Department of Mathematics","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
"2005","","Notas Mat.","Universidad de Los Andes, Facultad de Ciencias, Departamento de Matematicas","https://mathscinet.ams.org/mathscinet/search/journaldoc.html?cn="
